Latitude,Longitude,Address,Description
40.81768,-73.923863,241 E 149th St,241 E 149th St<BR>Racks: 1 small
40.817669,-73.923809,243 E 149th St,243 E 149th St<BR>Racks: 2 small
40.817669,-73.923809,243 E 149th St,243 E 149th St<BR>Racks: 1 small
40.817627,-73.92365,249 E 149th St,249 E 149th St<BR>Racks: 1 small
40.8176,-73.923545,253 E 149th St,253 E 149th St<BR>Racks: 1 small
40.81738,-73.922689,271 E 149th St,271 E 149th St<BR>Racks: 1 small
40.817341,-73.922538,273 E 149th St,273 E 149th St<BR>Racks: 1 small
40.817148,-73.921862,280 E 149th St,280 E 149th St<BR>Racks: 1 small
40.817148,-73.921801,281 E 149th St,281 E 149th St<BR>Racks: 1 small
40.817135,-73.921808,282 E 149th St,282 E 149th St<BR>Racks: 2 small
40.817038,-73.92144,296 E 149th St,296 E 149th St<BR>Racks: 1 small
40.817011,-73.921335,300 E 149th St,300 E 149th St<BR>Racks: 1 small
40.816994,-73.921205,303 E 149th St,303 E 149th St<BR>Racks: 2 small
40.816956,-73.921126,308 E 149th St,308 E 149th St<BR>Racks: 1 small
40.816854,-73.920663,323 E 149th St,323 E 149th St<BR>Racks: 1 small
40.816832,-73.920652,326 E 149th St,326 E 149th St<BR>Racks: 1 small
40.816813,-73.920501,329 E 149th St,329 E 149th St<BR>Racks: 1 small
40.816793,-73.920494,332 E 149th St,332 E 149th St<BR>Racks: 2 small
40.816793,-73.920494,332 E 149th St,332 E 149th St<BR>Racks: 1 small
40.816836,-73.923012,522 Morris Ave,522 Morris Ave<BR>Racks: 1 small
40.816877,-73.922993,524 Morris Ave,524 Morris Ave<BR>Racks: 3 small
40.816919,-73.922972,526 Morris Ave,526 Morris Ave<BR>Racks: 1 small
40.816919,-73.922972,526 Morris Ave,526 Morris Ave<BR>Racks: 2 small
40.816957,-73.922954,528 Morris Ave,528 Morris Ave<BR>Racks: 2 small
40.814296,-73.921046,2737 3rd Ave,2737 3rd Ave<BR>Racks: 1 small
40.822421,-73.910338,3164 3rd Ave,3164 3rd Ave<BR>Racks: 1 small
40.822263,-73.911696,830 Washington Ave,830 Washington Ave<BR>Racks: 1 small
40.825264,-73.917448,305 E 161st St,305 E 161st St<BR>Racks: 1 large
40.825264,-73.917448,305 E 161st St,305 E 161st St<BR>Racks: 1 small
40.815477,-73.918165,2838 3rd Ave,2838 3rd Ave<BR>Racks: 1 large
40.816944,-73.916292,2910 3rd Ave,2910 3rd Ave<BR>Racks: 1 small
40.81698,-73.916252,2914 3rd Ave,2914 3rd Ave<BR>Racks: 1 small
40.817334,-73.915854,2917 3rd Ave,2917 3rd Ave<BR>Racks: 1 small
40.819113,-73.913879,3000 3rd Ave,3000 3rd Ave<BR>Racks: 1 small
40.819223,-73.913785,3006 3rd Ave,3006 3rd Ave<BR>Racks: 2 small
40.819336,-73.913687,3012 3rd Ave,3012 3rd Ave<BR>Racks: 2 small
40.819994,-73.913159,3036 3rd Ave,3036 3rd Ave<BR>Racks: 1 small
40.816477,-73.919204,355 E 149th St,355 E 149th St<BR>Racks: 1 small
40.816447,-73.919154,356 E 149th St,356 E 149th St<BR>Racks: 1 small
40.816416,-73.919042,360 E 149th St,360 E 149th St<BR>Racks: 2 small
40.816529,-73.919157,0 E 149th St,E 149th St<BR>Racks: 1 small
40.816375,-73.918807,369 E 149th St,369 E 149th St<BR>Racks: 1 small
40.816345,-73.91876,370 E 149th St,370 E 149th St<BR>Racks: 2 small
40.816361,-73.918753,371 E 149th St,371 E 149th St<BR>Racks: 1 small
40.816185,-73.918135,392 E 149th St,392 E 149th St<BR>Racks: 2 small
40.815949,-73.917395,404 E 149th St,404 E 149th St<BR>Racks: 1 small
40.816453,-73.916086,420 Westchester Ave,420 Westchester Ave<BR>Racks: 1 small
40.816444,-73.916036,422 Westchester Ave,422 Westchester Ave<BR>Racks: 1 small
40.815806,-73.917001,423 E 149th St,423 E 149th St<BR>Racks: 1 small
40.815784,-73.916954,425 E 149th St,425 E 149th St<BR>Racks: 1 small
40.815959,-73.916354,555 Bergen Ave,555 Bergen Ave<BR>Racks: 2 small
40.816391,-73.917633,557 Melrose Ave,557 Melrose Ave<BR>Racks: 1 small
40.817675,-73.917031,616 Melrose Ave,616 Melrose Ave<BR>Racks: 2 small
40.817768,-73.917013,621 Melrose Ave,621 Melrose Ave<BR>Racks: 1 small
40.817897,-73.91693,624 Melrose Ave,624 Melrose Ave<BR>Racks: 1 small
40.817952,-73.916905,626 Melrose Ave,626 Melrose Ave<BR>Racks: 1 small
40.818429,-73.916687,640 Melrose Ave,640 Melrose Ave<BR>Racks: 1 small
40.818372,-73.916738,645 Melrose Ave,645 Melrose Ave<BR>Racks: 1 small
40.818605,-73.916611,650 Melrose Ave,650 Melrose Ave<BR>Racks: 1 small
40.818742,-73.916571,663 Melrose Ave,663 Melrose Ave<BR>Racks: 1 small
40.815845,-73.914422,560 Brook Ave,560 Brook Ave<BR>Racks: 1 small
40.815874,-73.896658,788 Southern Blvd,788 Southern Blvd<BR>Racks: 1 small
40.812572,-73.902631,591 Southern Blvd,591 Southern Blvd<BR>Racks: 1 small
40.815427,-73.90332,656 Prospect Ave,656 Prospect Ave<BR>Racks: 1 small
40.815837,-73.898056,761 Fox St,761 Fox St<BR>Racks: 1 small
40.816959,-73.897324,996 Longwood Ave,996 Longwood Ave<BR>Racks: 1 small
40.810344,-73.924941,257 Alexander Ave,257 Alexander Ave<BR>Racks: 1 small
40.87684,-73.906326,5500 Broadway,5500 Broadway<BR>Racks: 1 large
40.689649,-73.996758,349 Henry St,349 Henry St<BR>Racks: 1 small
40.688481,-73.988847,292 Atlantic Ave,292 Atlantic Ave<BR>Racks: 1 small
40.635708,-73.972362,507 Ocean Pkwy,507 Ocean Pkwy<BR>Racks: 1 small
40.692634,-73.927544,1179 Broadway,1179 Broadway<BR>Racks: 1 small
40.693134,-73.92843,1153 Broadway,1153 Broadway<BR>Racks: 1 small
40.685305,-73.954287,1121 Bedford Ave,1121 Bedford Ave<BR>Racks: 4 large
40.67851,-73.949677,0 Nostrand Ave,Nostrand Ave<BR>Racks: 1 small
40.675197,-73.948609,725 St Marks Pl,725 St Marks Pl<BR>Racks: 1 small
40.670306,-73.950469,828 Nostrand Ave,828 Nostrand Ave<BR>Racks: 1 small
40.670227,-73.924579,1604 St Johns Pl,1604 St Johns Pl<BR>Racks: 1 small
40.677226,-73.903358,24 Van Sinderen Ave,24 Van Sinderen Ave<BR>Racks: 1 small
40.678451,-73.914111,2094 Fulton St,2094 Fulton St<BR>Racks: 1 small
40.668828,-73.931535,1123 Eastern Parkway,1123 Eastern Parkway<BR>Racks: 1 small
40.668784,-73.930706,1125 Eastern Parkway,1125 Eastern Parkway<BR>Racks: 1 large
40.670035,-73.925445,258 Buffalo Ave,258 Buffalo Ave<BR>Racks: 1 small
40.663643,-73.935281,826 Empire Blvd,826 Empire Blvd<BR>Racks: 1 small
40.663829,-73.930249,979 E New York Ave,979 E New York Ave<BR>Racks: 1 small
40.670745,-73.912932,17 Bristol St,17 Bristol St<BR>Racks: 1 small
40.662623,-73.908397,256 Livonia Ave,256 Livonia Ave<BR>Racks: 1 small
40.661457,-73.950725,1082 Nostrand Ave,1082 Nostrand Ave<BR>Racks: 1 large
40.660628,-73.950614,1109 Nostrand Ave,1109 Nostrand Ave<BR>Racks: 1 small
40.667269,-73.952195,1125 Carroll St,1125 Carroll St<BR>Racks: 1 small
40.660222,-73.950567,1127 Nostrand Ave,1127 Nostrand Ave<BR>Racks: 1 large
40.667213,-73.951225,1159 Carroll St,1159 Carroll St<BR>Racks: 1 large
40.667158,-73.950212,1167 Carroll St,1167 Carroll St<BR>Racks: 1 small
40.663854,-73.951934,315 Empire Blvd,315 Empire Blvd<BR>Racks: 1 large
40.660803,-73.961394,41 Lincoln Rd,41 Lincoln Rd<BR>Racks: 1 small
40.660852,-73.961149,51 Lincoln Rd,51 Lincoln Rd<BR>Racks: 1 large
40.660852,-73.961149,51 Lincoln Rd,51 Lincoln Rd<BR>Racks: 1 small
40.669829,-73.949958,546 Eastern Parkway,546 Eastern Parkway<BR>Racks: 1 small
40.669409,-73.950553,838 Nostrand Ave,838 Nostrand Ave<BR>Racks: 1 large
40.669409,-73.950553,838 Nostrand Ave,838 Nostrand Ave<BR>Racks: 1 small
40.667746,-73.950688,845 Nostrand Ave,845 Nostrand Ave<BR>Racks: 1 small
40.666524,-73.950804,885 Nostrand Ave,885 Nostrand Ave<BR>Racks: 1 small
40.666472,-73.950807,887 Nostrand Ave,887 Nostrand Ave<BR>Racks: 1 small
40.664842,-73.950974,969 Nostrand Ave,969 Nostrand Ave<BR>Racks: 2 large
40.662426,-73.957079,1783 Bedford Ave,1783 Bedford Ave<BR>Racks: 1 small
40.668084,-73.959285,960 Carroll St,960 Carroll St<BR>Racks: 1 small
40.659253,-73.950467,1155 Nostrand Ave,1155 Nostrand Ave<BR>Racks: 1 small
40.660053,-73.947662,592 New York Ave,592 New York Ave<BR>Racks: 1 small
40.656533,-73.977965,604 Prospect Ave,604 Prospect Ave<BR>Racks: 1 small
40.64743,-73.971164,424 Coney Island Ave,424 Coney Island Ave<BR>Racks: 1 large
40.64743,-73.971164,424 Coney Island Ave,424 Coney Island Ave<BR>Racks: 1 small
40.643383,-73.978027,226 Church Ave,226 Church Ave<BR>Racks: 1 small
40.643762,-73.977176,325 Church Ave,325 Church Ave<BR>Racks: 1 small
40.644567,-73.979788,382 McDonald Ave,382 McDonald Ave<BR>Racks: 1 small
40.639365,-73.968526,1020 Cortelyou Rd,1020 Cortelyou Rd<BR>Racks: 1 small
40.630861,-73.977094,0 MacDonalds,MacDonalds<BR>Racks: 1 large
40.640512,-73.965975,1310 Cortelyou Rd,1310 Cortelyou Rd<BR>Racks: 1 small
40.654287,-73.961787,353 Ocean Ave,353 Ocean Ave<BR>Racks: 1 small
40.635559,-73.962399,597 E 16th St,597 E 16th St<BR>Racks: 1 small
40.640523,-73.965949,1314 Cortelyou Rd,1314 Cortelyou Rd<BR>Racks: 1 small
40.640545,-73.965899,1322 Cortelyou Rd,1322 Cortelyou Rd<BR>Racks: 1 small
40.642322,-73.954475,2500 Bedford Ave,2500 Bedford Ave<BR>Racks: 1 small
40.652314,-73.949722,1399 Nostrand Ave,1399 Nostrand Ave<BR>Racks: 1 small
40.650365,-73.949515,1469 Nostrand Ave,1469 Nostrand Ave<BR>Racks: 1 small
40.650728,-73.950963,2822 Church Ave,2822 Church Ave<BR>Racks: 1 small
40.645507,-73.955082,2391 Bedford Ave,2391 Bedford Ave<BR>Racks: 1 small
40.631981,-74.007083,6215 Ft Hamilton,6215 Ft Hamilton<BR>Racks: 1 small
40.640451,-73.994321,4413 New Utrecht Ave,4413 New Utrecht Ave<BR>Racks: 1 small
40.635639,-73.995068,5018 12th Ave,5018 12th Ave<BR>Racks: 1 small
40.631572,-73.995731,5504 13th Ave,5504 13th Ave<BR>Racks: 1 small
40.631986,-73.948682,2901 Campus Rd,2901 Campus Rd<BR>Racks: 1 large
40.635567,-73.94793,2041 Nostrand Ave,2041 Nostrand Ave<BR>Racks: 1 large
40.623526,-73.937838,1890 Flatbush Ave,1890 Flatbush Ave<BR>Racks: 1 small
40.623528,-73.94625,2501 Nostrand Ave,2501 Nostrand Ave<BR>Racks: 2 large
40.614592,-73.97411,1586 McDonald Ave,1586 McDonald Ave<BR>Racks: 1 small
40.634002,-73.966551,1105 Newkirk Ave,1105 Newkirk Ave<BR>Racks: 1 small
40.634205,-73.967318,951 Coney Island Ave,951 Coney Island Ave<BR>Racks: 1 small
40.613501,-73.981789,6601 Bay Parkway,6601 Bay Parkway<BR>Racks: 1 small
40.722186,-73.953061,50 Bedford Ave,50 Bedford Ave<BR>Racks: 3 small
40.725359,-73.951947,84 Norman Ave,84 Norman Ave<BR>Racks: 1 large
40.725529,-73.951431,92 Norman Ave,92 Norman Ave<BR>Racks: 1 large
40.725515,-73.951525,93 Norman Ave,93 Norman Ave<BR>Racks: 1 small
40.72691,-73.953285,99 Meserole Ave,99 Meserole Ave<BR>Racks: 1 small
40.729421,-73.957508,132 Franklin St,132 Franklin St<BR>Racks: 1 small
40.71436,-73.957644,143 Roebling St,143 Roebling St<BR>Racks: 2 small
40.714088,-73.957832,153 Roebling St,153 Roebling St<BR>Racks: 2 small
40.71795,-73.957927,166 N 7th St,166 N 7th St<BR>Racks: 1 small
40.717747,-73.957804,185 Bedford Ave,185 Bedford Ave<BR>Racks: 1 small
40.715821,-73.959872,241 Bedford Ave,241 Bedford Ave<BR>Racks: 1 small
40.714361,-73.961392,292 Bedford Ave,292 Bedford Ave<BR>Racks: 1 small
40.712698,-73.962453,342 Bedford Ave,342 Bedford Ave<BR>Racks: 1 large
40.714783,-73.944437,343 Graham Ave,343 Graham Ave<BR>Racks: 1 small
40.714637,-73.944394,344 Graham Ave,344 Graham Ave<BR>Racks: 1 small
40.714832,-73.944445,345 Graham Ave,345 Graham Ave<BR>Racks: 1 small
40.715076,-73.944484,355 Graham Ave,355 Graham Ave<BR>Racks: 1 small
40.71503,-73.944455,360 Graham Ave,360 Graham Ave<BR>Racks: 1 small
40.715079,-73.944462,362 Graham Ave,362 Graham Ave<BR>Racks: 1 small
40.713839,-73.951584,452 Union Ave,452 Union Ave<BR>Racks: 1 large
40.713839,-73.951584,452 Union Ave,452 Union Ave<BR>Racks: 1 small
40.714056,-73.952244,500 Metropolitan Ave,500 Metropolitan Ave<BR>Racks: 1 small
40.714056,-73.952053,508 Metropolitan Ave,508 Metropolitan Ave<BR>Racks: 1 small
40.714075,-73.950989,527 Metropolitan Ave,527 Metropolitan Ave<BR>Racks: 1 small
40.714075,-73.950646,543 Metropolitan Ave,543 Metropolitan Ave<BR>Racks: 1 small
40.710581,-73.966426,60 Broadway,60 Broadway<BR>Racks: 3 small
40.718426,-73.952331,600 Union Ave,600 Union Ave<BR>Racks: 1 large
40.71806,-73.958071,151 N 7th St,151 N 7th St<BR>Racks: 2 small
40.718126,-73.958208,154 N 7th St,154 N 7th St<BR>Racks: 1 small
40.717552,-73.958013,191 Bedford Ave,191 Bedford Ave<BR>Racks: 1 small
40.718406,-73.950095,715 Lorimer St,715 Lorimer St<BR>Racks: 1 small
40.714585,-73.943911,753 Metropolitan Ave,753 Metropolitan Ave<BR>Racks: 1 small
40.71459,-73.943871,755 Metropolitan Ave,755 Metropolitan Ave<BR>Racks: 1 small
40.718501,-73.954849,487 Driggs Ave,487 Driggs Ave<BR>Racks: 1 large
40.717423,-73.958151,195 Bedford Ave,195 Bedford Ave<BR>Racks: 1 large
40.709143,-73.960457,232 Broadway,"232 Broadway<BR>Racks: 5 large, 2 small"
40.718104,-73.950044,709 Lorimer St,709 Lorimer St<BR>Racks: 1 small
40.719866,-73.957669,79 Berry St,79 Berry St<BR>Racks: 1 small
40.719269,-73.96153,70 N 6th St,"70 N 6th St<BR>Racks: 1 large, 2 small"
40.710581,-73.966426,60 Broadway,60 Broadway<BR>Racks: 4 large
40.713264,-73.937387,11 Catherine St,11 Catherine St<BR>Racks: 1 small
40.717709,-73.957537,168 N 7th St,168 N 7th St<BR>Racks: 1 small
40.714075,-73.950989,527 Metropolitan Ave,527 Metropolitan Ave<BR>Racks: 1 small
40.719101,-73.958496,103 Berry St,103 Berry St<BR>Racks: 1 small
40.718718,-73.95679,152 Bedford Ave,152 Bedford Ave<BR>Racks: 1 small
40.717689,-73.957472,161 N 7th St,161 N 7th St<BR>Racks: 1 small
40.71831,-73.95723,164 Bedford Ave,164 Bedford Ave<BR>Racks: 1 small
40.718019,-73.957541,176 Bedford Ave,176 Bedford Ave<BR>Racks: 1 small
40.717418,-73.958187,196 Bedford Ave,196 Bedford Ave<BR>Racks: 1 small
40.717105,-73.958522,204 Bedford Ave,204 Bedford Ave<BR>Racks: 1 small
40.71696,-73.958678,210 Bedford Ave,210 Bedford Ave<BR>Racks: 1 small
40.688372,-73.988566,302 Atlantic Ave,302 Atlantic Ave<BR>Racks: 1 small
40.691315,-73.99595,303 Henry St,303 Henry St<BR>Racks: 1 small
40.688292,-73.988314,311 Atlantic Ave,311 Atlantic Ave<BR>Racks: 1 large
40.691051,-73.996077,311 Henry St,311 Henry St<BR>Racks: 1 small
40.688243,-73.988231,314 Atlantic Ave,314 Atlantic Ave<BR>Racks: 2 large
40.688248,-73.988195,315 Atlantic Ave,315 Atlantic Ave<BR>Racks: 1 small
40.688223,-73.988137,317 Atlantic Ave,317 Atlantic Ave<BR>Racks: 1 small
40.688177,-73.988061,320 Atlantic Ave,320 Atlantic Ave<BR>Racks: 1 small
40.688155,-73.988003,322 Atlantic Ave,322 Atlantic Ave<BR>Racks: 1 small
40.688158,-73.987964,323 Atlantic Ave,323 Atlantic Ave<BR>Racks: 1 small
40.688111,-73.987845,327 Atlantic Ave,327 Atlantic Ave<BR>Racks: 1 small
40.691356,-73.99771,330 Hicks St,330 Hicks St<BR>Racks: 1 small
40.688042,-73.987672,333 Atlantic Ave,333 Atlantic Ave<BR>Racks: 1 small
40.688023,-73.987668,334 Atlantic Ave,334 Atlantic Ave<BR>Racks: 1 small
40.687979,-73.987556,338 Atlantic Ave,338 Atlantic Ave<BR>Racks: 1 small
40.687935,-73.987445,342 Atlantic Ave,342 Atlantic Ave<BR>Racks: 1 small
40.687913,-73.987387,344 Atlantic Ave,344 Atlantic Ave<BR>Racks: 1 small
40.703591,-73.984643,36 Bridge St,36 Bridge St<BR>Racks: 1 small
40.688845,-73.980907,4 Flatbush Ave,4 Flatbush Ave<BR>Racks: 1 large
40.689422,-73.981304,0 Flatbush Ave,Flatbush Ave<BR>Racks: 4 large
40.702678,-73.990702,42 Main St,42 Main St<BR>Racks: 1 small
40.70299,-73.989584,45 Washington St,45 Washington St<BR>Racks: 2 large
40.70299,-73.989584,45 Washington St,45 Washington St<BR>Racks: 1 small
40.703187,-73.984665,50 Bridge St,50 Bridge St<BR>Racks: 1 large
40.70439,-73.986154,50 John St,50 John St<BR>Racks: 1 large
40.689038,-73.98125,589 Fulton St,589 Fulton St<BR>Racks: 1 large
40.702617,-73.991009,0 Front St,Front St<BR>Racks: 1 small
40.686925,-73.990942,65 Bergen St,65 Bergen St<BR>Racks: 1 large
40.702307,-73.989627,65 Washington St,65 Washington St<BR>Racks: 1 large
40.691287,-73.998121,67 Atlantic Ave,67 Atlantic Ave<BR>Racks: 1 small
40.702554,-73.990958,67 Front St,67 Front St<BR>Racks: 1 small
40.702181,-73.989656,70 Washington St,70 Washington St<BR>Racks: 2 large
40.702181,-73.989656,70 Washington St,70 Washington St<BR>Racks: 1 large
40.702216,-73.984701,73 Bridge St,73 Bridge St<BR>Racks: 1 small
40.702057,-73.984712,79 Bridge St,79 Bridge St<BR>Racks: 1 large
40.70436,-73.985288,80 John St,80 John St<BR>Racks: 1 large
40.686563,-73.990023,81 Bergen St,81 Bergen St<BR>Racks: 1 large
40.702417,-73.987622,81 Pearl St,81 Pearl St<BR>Racks: 1 small
40.701816,-73.988596,85 Adams St,85 Adams St<BR>Racks: 1 large
40.691062,-73.997277,87 Atlantic Ave,87 Atlantic Ave<BR>Racks: 1 large
40.70179,-73.98473,89 Bridge St,89 Bridge St<BR>Racks: 1 small
40.690977,-73.996971,99 Atlantic Ave,99 Atlantic Ave<BR>Racks: 1 small
40.692591,-73.990963,44 Court St,44 Court St<BR>Racks: 1 large
40.69418,-73.9889,360 Adams St,360 Adams St<BR>Racks: 1 small
40.700004,-73.986865,0 Jay St,Jay St<BR>Racks: 1 large
40.686495,-73.993896,221 Court St,221 Court St<BR>Racks: 1 small
40.695201,-73.990869,300 Cadman Plaza West,300 Cadman Plaza West<BR>Racks: 1 small
40.696905,-73.987068,250 Jay St,250 Jay St<BR>Racks: 1 small
40.690276,-73.988032,40 Smith St,40 Smith St<BR>Racks: 1 small
40.697567,-73.993375,73 Clark St,73 Clark St<BR>Racks: 1 small
40.695311,-73.996213,80 Montague St,80 Montague St<BR>Racks: 1 small
40.692313,-73.9911,50 Court St,50 Court St<BR>Racks: 1 small
40.689983,-73.996088,113 Pacific St,113 Pacific St<BR>Racks: 1 small
40.686061,-73.994105,233 Court St,233 Court St<BR>Racks: 1 small
40.686061,-73.994105,233 Court St,233 Court St<BR>Racks: 1 small
40.684568,-73.991159,346 Baltic St,346 Baltic St<BR>Racks: 1 large
40.684524,-73.990993,347 Baltic St,347 Baltic St<BR>Racks: 2 large
40.68695,-73.99806,425 Henry St,425 Henry St<BR>Racks: 2 large
40.690892,-73.996733,100 Atlantic Ave,100 Atlantic Ave<BR>Racks: 1 small
40.690573,-73.995597,124 Atlantic Ave,124 Atlantic Ave<BR>Racks: 1 large
40.689552,-73.992442,130 Court St,130 Court St<BR>Racks: 2 large
40.690491,-73.995301,134 Atlantic Ave,134 Atlantic Ave<BR>Racks: 1 large
40.690475,-73.99524,136 Atlantic Ave,136 Atlantic Ave<BR>Racks: 1 small
40.689242,-73.992594,140 Court St,140 Court St<BR>Racks: 1 small
40.690425,-73.995063,142 Atlantic Ave,142 Atlantic Ave<BR>Racks: 1 small
40.690409,-73.995002,144 Atlantic Ave,144 Atlantic Ave<BR>Racks: 1 large
40.690376,-73.994883,148 Atlantic Ave,148 Atlantic Ave<BR>Racks: 2 large
40.690326,-73.994706,154 Atlantic Ave,154 Atlantic Ave<BR>Racks: 1 small
40.68745,-73.998118,159 Baltic St,159 Baltic St<BR>Racks: 2 small
40.689989,-73.993481,178 Atlantic Ave,178 Atlantic Ave<BR>Racks: 1 small
40.689972,-73.993423,180 Atlantic Ave,180 Atlantic Ave<BR>Racks: 1 small
40.68535,-73.991386,189 Smith St,189 Smith St<BR>Racks: 1 small
40.689939,-73.994494,191 Clinton St,191 Clinton St<BR>Racks: 2 small
40.689939,-73.994494,191 Clinton St,191 Clinton St<BR>Racks: 1 small
40.686294,-73.994671,250 Baltic St,250 Baltic St<BR>Racks: 2 small
40.690255,-73.996463,333 Henry St,333 Henry St<BR>Racks: 1 small
40.687455,-73.997837,402 Henry St,402 Henry St<BR>Racks: 1 small
40.690969,-73.997003,90 Atlantic Ave,90 Atlantic Ave<BR>Racks: 1 small
40.690952,-73.996949,92 Atlantic Ave,92 Atlantic Ave<BR>Racks: 1 small
40.690939,-73.996895,94 Atlantic Ave,94 Atlantic Ave<BR>Racks: 2 small
40.690939,-73.996895,94 Atlantic Ave,94 Atlantic Ave<BR>Racks: 3 small
40.684848,-73.993946,12 Butler St,12 Butler St<BR>Racks: 1 small
40.689564,-73.965142,2 St James Pl,2 St James Pl<BR>Racks: 1 small
40.689494,-73.969977,230 Dekalb Ave,230 Dekalb Ave<BR>Racks: 1 small
40.709143,-73.960457,232 Broadway,232 Broadway<BR>Racks: 1 small
40.71663,-73.939205,300 Skillman Ave,300 Skillman Ave<BR>Racks: 1 small
40.716194,-73.957354,590 Driggs Ave,590 Driggs Ave<BR>Racks: 1 small
40.718104,-73.950044,709 Lorimer St,709 Lorimer St<BR>Racks: 1 small
40.719866,-73.957669,79 Berry St,79 Berry St<BR>Racks: 1 small
40.721606,-73.957838,79 N 11th St,79 N 11th St<BR>Racks: 1 small
40.712239,-73.939559,855 Grand St,855 Grand St<BR>Racks: 1 small
40.719806,-73.959423,96 N 8th St,96 N 8th St<BR>Racks: 1 small
40.71766,-73.93577,405 Skillman Ave,405 Skillman Ave<BR>Racks: 1 small
40.713811,-73.94934,565 Lorimer St,565 Lorimer St<BR>Racks: 1 small
40.698673,-73.919578,1398 Myrtle Ave,1398 Myrtle Ave<BR>Racks: 1 small
40.698678,-73.919664,1419 Myrtle Ave,1419 Myrtle Ave<BR>Racks: 1 small
40.699087,-73.915747,1497 Myrtle Ave,1497 Myrtle Ave<BR>Racks: 1 small
40.703091,-73.946059,622 Broadway,622 Broadway<BR>Racks: 1 small
40.707358,-73.939776,251 Bushwick Ave,251 Bushwick Ave<BR>Racks: 1 small
40.697014,-73.935043,1149 Myrtle Ave,1149 Myrtle Ave<BR>Racks: 1 small
40.697754,-73.992888,100 Henry St,100 Henry St<BR>Racks: 1 large
40.691185,-73.990019,110 Livingston St,110 Livingston St<BR>Racks: 2 small
40.690112,-73.99215,125 Court St,125 Court St<BR>Racks: 3 large
40.693444,-73.992135,155 Remsen St,155 Remsen St<BR>Racks: 1 small
40.693389,-73.991937,163 Remsen St,163 Remsen St<BR>Racks: 1 small
40.688649,-73.992857,165 Court St,165 Court St<BR>Racks: 1 small
40.688649,-73.992857,165 Court St,165 Court St<BR>Racks: 1 small
40.693307,-73.991634,175 Remsen St,175 Remsen St<BR>Racks: 2 small
40.69328,-73.991533,179 Remsen St,179 Remsen St<BR>Racks: 3 large
40.69328,-73.991533,179 Remsen St,179 Remsen St<BR>Racks: 3 small
40.690051,-73.986838,180 Livingston St,180 Livingston St<BR>Racks: 1 small
40.690051,-73.986838,180 Livingston St,180 Livingston St<BR>Racks: 1 small
40.693277,-73.991587,180 Remsen St,180 Remsen St<BR>Racks: 4 large
40.687483,-73.993419,193 Court St,193 Court St<BR>Racks: 2 small
40.689804,-73.986204,200 Livingston St,200 Livingston St<BR>Racks: 1 small
40.692459,-73.990491,210 Joralemon St,210 Joralemon St<BR>Racks: 2 large
40.6895,-73.991771,225 Atlantic Ave,225 Atlantic Ave<BR>Racks: 4 large
40.695546,-73.98714,300 Jay St,300 Jay St<BR>Racks: 1 large
40.692591,-73.990963,44 Court St,44 Court St<BR>Racks: 2 large
40.689271,-73.980334,481 Hudson Ave,481 Hudson Ave<BR>Racks: 2 small
40.689271,-73.980334,481 Hudson Ave,481 Hudson Ave<BR>Racks: 2 small
40.692171,-73.991172,56 Court St,56 Court St<BR>Racks: 1 small
40.694482,-73.995943,60 Remsen St,60 Remsen St<BR>Racks: 1 small
40.697754,-73.992888,100 Henry St,100 Henry St<BR>Racks: 1 small
40.70184,-73.986739,100 Jay St,100 Jay St<BR>Racks: 1 large
40.690961,-73.996917,101 Atlantic Ave,101 Atlantic Ave<BR>Racks: 1 small
40.697284,-73.992304,101 Clark St,101 Clark St<BR>Racks: 1 small
40.690903,-73.996715,109 Atlantic Ave,109 Atlantic Ave<BR>Racks: 1 small
40.690184,-73.992139,114 Court St,114 Court St<BR>Racks: 2 large
40.690609,-73.995662,131 Atlantic Ave,131 Atlantic Ave<BR>Racks: 1 large
40.690593,-73.995604,133 Atlantic Ave,133 Atlantic Ave<BR>Racks: 1 large
40.703811,-73.987925,135 Plymouth St,135 Plymouth St<BR>Racks: 1 small
40.689607,-73.992392,137 Court St,137 Court St<BR>Racks: 1 small
40.690546,-73.995435,139 Atlantic Ave,139 Atlantic Ave<BR>Racks: 1 small
40.68942,-73.992482,143 Court St,143 Court St<BR>Racks: 1 large
40.68936,-73.992514,145 Court St,145 Court St<BR>Racks: 2 small
40.69042,-73.994981,155 Atlantic Ave,155 Atlantic Ave<BR>Racks: 2 small
40.688954,-73.992713,155 Court St,155 Court St<BR>Racks: 1 small
40.690373,-73.994807,161 Atlantic Ave,161 Atlantic Ave<BR>Racks: 2 small
40.690164,-73.994057,169 Atlantic Ave,169 Atlantic Ave<BR>Racks: 2 small
40.690088,-73.993776,177 Atlantic Ave,177 Atlantic Ave<BR>Racks: 1 large
40.694202,-73.992124,177 Montague St,177 Montague St<BR>Racks: 1 small
40.704247,-73.984603,18 Bridge St,18 Bridge St<BR>Racks: 1 small
40.690049,-73.993639,181 Atlantic Ave,181 Atlantic Ave<BR>Racks: 1 small
40.69003,-73.993567,183 Atlantic Ave,183 Atlantic Ave<BR>Racks: 1 small
40.689991,-73.993426,187 Atlantic Ave,187 Atlantic Ave<BR>Racks: 1 large
40.689972,-73.993358,189 Atlantic Ave,189 Atlantic Ave<BR>Racks: 1 small
40.689953,-73.993289,191 Atlantic Ave,191 Atlantic Ave<BR>Racks: 1 small
